"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"517","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP435/2025-2026/228366","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","undefined (NaN-NaN)","Elected MP","28-Aug-2026","AMIT KUMAR","Payment In-Progress","62675"
"518","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240689","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","18-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","70330"
"519","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240680","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","18-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","154652"
"520","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240687","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","18-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","80296"
"521","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240688","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","18-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","29584"
"522","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240684","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","11-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","345085"
"523","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240686","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","10-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","308487"
"524","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240685","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","14-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","776983"
"525","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240683","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","14-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","290193"
"526","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240681","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","14-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","97276"
"527","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240682","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","14-May-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","435675"
"528","Chhattisgarh","Construction of common work sheds/ common covered sitting area","WS/MP429/2025-2026/246855","Gaurela-Pendra-Marwahi(Collector GPM_IDA)","undefined (NaN-NaN)","Elected MP","11-Aug-2026","GRAM PANCHAYAT BARIUMRAON","Payment In-Progress","180000"
"529","Tamil Nadu","Lighting of public spaces","WS/MP457/2025-2026/258863","KALLAKURICHI(District Collector Kallakurichi_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","VDH ENGINEERING SERVICES","Payment In-Progress","249751"
"530","Tamil Nadu","Lighting of public spaces","WS/MP457/2025-2026/258862","KALLAKURICHI(District Collector Kallakurichi_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","VDH ENGINEERING SERVICES","Payment In-Progress","249751"
"531","Tamil Nadu","Lighting of public spaces","WS/MP457/2025-2026/258861","KALLAKURICHI(District Collector Kallakurichi_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","VDH ENGINEERING SERVICES","Payment In-Progress","249751"
"532","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/228251","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","AMARNATH PANDEY AMARNATH PANDEY CONTRACTOR","Payment In-Progress","432983"
"533","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/228252","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","AMARNATH PANDEY AMARNATH PANDEY CONTRACTOR","Payment In-Progress","132534"
"534","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/228261","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","AMARNATH PANDEY AMARNATH PANDEY CONTRACTOR","Payment In-Progress","82414"
"535","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP794/2025-2026/228257","GONDA(DISTRICT MAGISTRATE GONDA_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","AMARNATH PANDEY AMARNATH PANDEY CONTRACTOR","Payment In-Progress","266550"
"536","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP432/2026-2027/247366","UNA(DEPUTY COMMISSIOENR UNA_IDA)","undefined (NaN-NaN)","Elected MP","27-Aug-2026","Gram Panchayat Batuhi","Payment In-Progress","100000"
"537","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP432/2026-2027/247365","UNA(DEPUTY COMMISSIOENR UNA_IDA)","undefined (NaN-NaN)","Elected MP","27-Aug-2026","Gram Panchayat Batuhi","Payment In-Progress","100000"
"538","Gujarat","Installing tube-wells and borewells","WS/MP18055/2026-2027/275224","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","undefined (NaN-NaN)","Elected MP","21-Aug-2026","KOTARIYA  gram panchayat","Payment In-Progress","149494"
"539","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18055/2026-2027/275238","KHEDA(DISTRICT COLLECTOR KHEDA_IDA)","undefined (NaN-NaN)","Elected MP","21-Aug-2026","PORDA  gram panchayat","Payment In-Progress","197883"
"540","Madhya Pradesh","Lighting of public spaces","WS/MP18109/2025-2026/240682","SIDHI(DISTRICT COLLECTOR SIDHI_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","SE O and M MPPKVVCL SIDHI","Payment In-Progress","39132"
"541","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18352/2025-2026/186281","MAU(DISTRICT MAGISTRATE MAU_IDA)","undefined (NaN-NaN)","Elected MP","20-Aug-2026","MS Suresh Chauhan","Payment In-Progress","390238"
"542","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144880","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","17-Mar-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"543","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136642","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","19-Mar-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"544","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144888","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","19-Mar-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"545","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136599","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"546","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136612","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","02-Jul-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"547","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136620","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","02-Jul-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"548","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136583","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","02-Jul-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149709"
"549","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP334/2025-2026/211275","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","27-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","399490"
"550","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144879","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","299420"
"551","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136625","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"552","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136622","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"553","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144876","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149709"
"554","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144894","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","299420"
"555","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144899","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","299420"
"556","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144877","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149709"
"557","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136598","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"558","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136589","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149752"
"559","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144873","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"560","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144872","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"561","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/144871","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"562","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136572","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149709"
"563","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136613","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"564","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136611","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"565","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136616","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"566","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136600","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"567","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136588","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149709"
"568","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136591","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149710"
"569","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136582","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149711"
"570","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136584","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149709"
"571","Jharkhand","Lighting of public spaces","WS/MP334/2024-2025/136587","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","29-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","149709"
"572","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP334/2025-2026/211278","GIRIDIH(Deputy Commissioner Giridh_IDA)","undefined (NaN-NaN)","Elected MP","20-Jun-2026","EXECUTIVE ENGINER NREP GIRIDIH","Payment In-Progress","349924"
"573","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18002/2025-2026/220737","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","CHADARAM VENKATA RAMANA","Payment In-Progress","1526370"
"574","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18002/2025-2026/220734","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","CHADARAM VENKATA RAMANA","Payment In-Progress","1595622"
"575","Bihar","Construction of community centers and community halls","WS/MP550/2025-2026/188216","BEGUSARAI(DISTRICT PLANNING OFFICER BEGUSARAI_IDA)","undefined (NaN-NaN)","Elected MP","22-Aug-2026","ASST ENGINEER LAEO WD I BEGUSARAI VSK MATHIHANI","Payment In-Progress","610488"
"576","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP579/2026-2027/269572","ANAND(District Collector ANAND_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","MSS MEDITECHNO","Payment In-Progress","1099108"
"577","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP380/2025-2026/192934","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","SIDHU TRADERS","Payment In-Progress","4200"
"578","Punjab","Purchase of mobile water tankers","WS/MP18311/2026-2027/278248","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","SINGLA INDUSTRIES","Payment In-Progress","350000"
"579","Punjab","Purchase of mobile water tankers","WS/MP18311/2026-2027/278244","RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","SINGLA INDUSTRIES","Payment In-Progress","350000"
"580","Tamil Nadu","Construction of bus-sheds or bus-stops","WS/MP751/2025-2026/235293","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","A N KANNAN","Payment In-Progress","698676"
"581","Bihar","Installing hand pumps","WS/MP18035/2025-2026/224988","ARWAL(District Planning Officer Arwal_IDA)","undefined (NaN-NaN)","Elected MP","20-Aug-2026","AE  ARWAL","Payment In-Progress","69739"
"582","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP490/2025-2026/241158","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","undefined (NaN-NaN)","Elected MP","07-Aug-2026","RAJ INFRASTRUCTURE","Payment In-Progress","620444"
"583","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2025-2026/243037","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"584","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2025-2026/243024","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"585","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2025-2026/243032","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"586","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2026-2027/243021","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"587","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2025-2026/243018","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"588","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2025-2026/243034","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"589","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2025-2026/243033","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"590","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP351/2025-2026/243029","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"591","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP350/2025-2026/261014","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"592","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP350/2025-2026/261013","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"593","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP350/2025-2026/261011","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","220000"
"594","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP350/2025-2026/261012","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"595","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP350/2025-2026/245040","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"596","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP350/2025-2026/245041","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
"597","Kerala","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP350/2025-2026/245042","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","undefined (NaN-NaN)","Elected MP","19-Aug-2026","Keltron Component complex Ltd Kannur","Payment In-Progress","110000"
